Symbol,TaskName,FoundTime,KLineTime,KLineEndTime,above_ma_klines,ma_period,last_price,ma_10m0s_ago,ma_30m0s_ago,ma_1h0m0s_ago,ma_4h0m0s_ago,current_ma,Description
1000sats,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00004613,0.00004800,0.00004613,0.00004596,0.00004604,0.00004559,81.00000000,"1000sats的MA81趋势向上; 连续20根K线在MA线上方"
aca,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03075432,0.03160000,0.03075432,0.03069877,0.03071975,0.03065802,81.00000000,"aca的MA81趋势向上; 连续20根K线在MA线上方"
acx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20046420,0.20540000,0.20046420,0.19998765,0.20022099,0.19883086,81.00000000,"acx的MA81趋势向上; 连续20根K线在MA线上方"
ai,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13850247,0.14160000,0.13850247,0.13806543,0.13828395,0.13711975,81.00000000,"ai的MA81趋势向上; 连续20根K线在MA线上方"
alcx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,8.43407407,8.81000000,8.43407407,8.41666667,8.42123457,8.40530864,81.00000000,"alcx的MA81趋势向上; 连续20根K线在MA线上方"
aixbt,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.10827778,0.11770000,0.10827778,0.10768642,0.10795802,0.10678148,81.00000000,"aixbt的MA81趋势向上; 连续20根K线在MA线上方"
alpaca,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.06112593,0.09530000,0.06112593,0.05869383,0.05976296,0.05438642,81.00000000,"alpaca的MA81趋势向上; 连续20根K线在MA线上方"
alpine,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.74127160,0.75300000,0.74127160,0.74002469,0.74060494,0.73882716,81.00000000,"alpine的MA81趋势向上; 连续20根K线在MA线上方"
alpha,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.02633580,0.02650000,0.02633580,0.02631358,0.02632346,0.02627037,81.00000000,"alpha的MA81趋势向上; 连续20根K线在MA线上方"
ape,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.46980864,0.48100000,0.46980864,0.46885926,0.46930247,0.46701481,81.00000000,"ape的MA81趋势向上; 连续20根K线在MA线上方"
arb,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.30450000,0.31170000,0.30450000,0.30386296,0.30416790,0.30237901,81.00000000,"arb的MA81趋势向上; 连续20根K线在MA线上方"
arkm,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.55444444,0.56500000,0.55444444,0.55292593,0.55365432,0.54939506,81.00000000,"arkm的MA81趋势向上; 连续20根K线在MA线上方"
arpa,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.02489136,0.02563000,0.02489136,0.02483704,0.02486309,0.02477494,81.00000000,"arpa的MA81趋势向上; 连续20根K线在MA线上方"
asr,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,1.06076543,1.07800000,1.06076543,1.05971605,1.06019753,1.05750617,81.00000000,"asr的MA81趋势向上; 连续20根K线在MA线上方"
atm,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,1.06013580,1.08100000,1.06013580,1.05887654,1.05943210,1.05838272,81.00000000,"atm的MA81趋势向上; 连续20根K线在MA线上方"
axs,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,2.56120988,2.59200000,2.56120988,2.55318519,2.55767901,2.53549383,81.00000000,"axs的MA81趋势向上; 连续20根K线在MA线上方"
axl,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.34251728,0.36080000,0.34251728,0.34072963,0.34159630,0.33581481,81.00000000,"axl的MA81趋势向上; 连续20根K线在MA线上方"
bake,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.13401358,0.13990000,0.13401358,0.13344198,0.13372593,0.13230247,81.00000000,"bake的MA81趋势向上; 连续20根K线在MA线上方"
bananas31,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.00522695,0.00533800,0.00522695,0.00521759,0.00522189,0.00519825,81.00000000,"bananas31的MA81趋势向上; 连续20根K线在MA线上方"
banana,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,17.15790123,17.86000000,17.15790123,17.08370370,17.12135802,16.93802469,81.00000000,"banana的MA81趋势向上; 连续20根K线在MA线上方"
band,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.80443210,0.81400000,0.80443210,0.80308642,0.80376543,0.79997531,81.00000000,"band的MA81趋势向上; 连续20根K线在MA线上方"
bar,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,1.64698765,1.65100000,1.64698765,1.64606173,1.64646914,1.64318519,81.00000000,"bar的MA81趋势向上; 连续20根K线在MA线上方"
beamx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.00632321,0.00655000,0.00632321,0.00630951,0.00631568,0.00628235,81.00000000,"beamx的MA81趋势向上; 连续20根K线在MA线上方"
bat,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13313704,0.13530000,0.13313704,0.13293704,0.13303827,0.13250988,81.00000000,"bat的MA81趋势向上; 连续20根K线在MA线上方"
bome,ma_trend,2025-05-15T12:03:35+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.00295041,0.00309600,0.00295041,0.00292196,0.00293548,0.00283209,81.00000000,"bome的MA81趋势向上; 连续20根K线在MA线上方"
bsw,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.02868889,0.03420000,0.02868889,0.02800370,0.02834198,0.02619259,81.00000000,"bsw的MA81趋势向上; 连续20根K线在MA线上方"
bttc,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00000065,0.00000068,0.00000065,0.00000064,0.00000064,0.00000064,81.00000000,"bttc的MA81趋势向上; 连续20根K线在MA线上方"
chess,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.04969753,0.05090000,0.04969753,0.04964321,0.04966420,0.04948148,81.00000000,"chess的MA81趋势向上; 连续20根K线在MA线上方"
chz,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03761272,0.03821000,0.03761272,0.03755889,0.03758309,0.03749025,81.00000000,"chz的MA81趋势向上; 连续20根K线在MA线上方"
chr,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.08147654,0.08190000,0.08147654,0.08144074,0.08145802,0.08139136,81.00000000,"chr的MA81趋势向上; 连续20根K线在MA线上方"
cos,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.00322922,0.00325700,0.00322922,0.00322389,0.00322636,0.00321484,81.00000000,"cos的MA81趋势向上; 连续20根K线在MA线上方"
ctk,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.35108519,0.36100000,0.35108519,0.35026296,0.35065926,0.34876296,81.00000000,"ctk的MA81趋势向上; 连续20根K线在MA线上方"
cvx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,2.37486420,2.62600000,2.37486420,2.35258025,2.36358025,2.28432099,81.00000000,"cvx的MA81趋势向上; 连续20根K线在MA线上方"
ctsi,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.05309753,0.05350000,0.05309753,0.05305926,0.05307778,0.05298765,81.00000000,"ctsi的MA81趋势向上; 连续20根K线在MA线上方"
d,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.03780420,0.03839000,0.03780420,0.03776222,0.03778210,0.03774494,81.00000000,"d的MA81趋势向上; 连续20根K线在MA线上方"
data,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.01684938,0.01715000,0.01684938,0.01681247,0.01683049,0.01676568,81.00000000,"data的MA81趋势向上; 连续20根K线在MA线上方"
doge,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.15664062,0.16205000,0.15664062,0.15625642,0.15642753,0.15555741,81.00000000,"doge的MA81趋势向上; 连续20根K线在MA线上方"
egld,ma_trend,2025-05-15T12:03:35+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,20.38222222,20.57000000,20.38222222,20.31790123,20.34888889,20.07382716,81.00000000,"egld的MA81趋势向上; 连续20根K线在MA线上方"
enj,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.08494321,0.11160000,0.08494321,0.08313210,0.08391605,0.07937407,81.00000000,"enj的MA81趋势向上; 连续20根K线在MA线上方"
ens,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,17.22555556,17.49000000,17.22555556,17.18209877,17.20419753,17.07925926,81.00000000,"ens的MA81趋势向上; 连续20根K线在MA线上方"
epic,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,1.35254321,1.42000000,1.35254321,1.34897531,1.35086420,1.33844444,81.00000000,"epic的MA81趋势向上; 连续20根K线在MA线上方"
farm,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,29.40259259,29.88000000,29.40259259,29.36086420,29.37975309,29.31135802,81.00000000,"farm的MA81趋势向上; 连续20根K线在MA线上方"
flm,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.02386790,0.03160000,0.02386790,0.02318642,0.02361358,0.02223333,81.00000000,"flm的MA81趋势向上; 连续20根K线在MA线上方"
floki,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.00005406,0.00005431,0.00005406,0.00005401,0.00005404,0.00005379,81.00000000,"floki的MA81趋势向上; 连续20根K线在MA线上方"
fxs,ma_trend,2025-05-15T12:03:35+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,20.00000000,3.10634568,3.19500000,3.10634568,3.09782716,3.10244444,3.06320988,81.00000000,"fxs的MA81趋势向上; 连续20根K线在MA线上方"
g,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.01420074,0.01434000,0.01420074,0.01418346,0.01419160,0.01416333,81.00000000,"g的MA81趋势向上; 连续20根K线在MA线上方"
gala,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.01720691,0.01775000,0.01720691,0.01714889,0.01717741,0.01702852,81.00000000,"gala的MA81趋势向上; 连续20根K线在MA线上方"
gmt,ma_trend,2025-05-15T12:03:35+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.06781975,0.06980000,0.06781975,0.06758395,0.06769630,0.06689383,81.00000000,"gmt的MA81趋势向上; 连续20根K线在MA线上方"
glmr,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.06338148,0.06420000,0.06338148,0.06329012,0.06333333,0.06306914,81.00000000,"glmr的MA81趋势向上; 连续20根K线在MA线上方"
gmx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,16.02604938,16.53000000,16.02604938,15.98703704,16.00654321,15.87345679,81.00000000,"gmx的MA81趋势向上; 连续20根K线在MA线上方"
grt,ma_trend,2025-05-15T12:03:35+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.12593580,0.12610000,0.12593580,0.12561481,0.12576173,0.12431358,81.00000000,"grt的MA81趋势向上; 连续20根K线在MA线上方"
gtc,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.30704938,0.31600000,0.30704938,0.30496296,0.30604938,0.29932099,81.00000000,"gtc的MA81趋势向上; 连续20根K线在MA线上方"
icx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.09823457,0.10040000,0.09823457,0.09802963,0.09811481,0.09782840,81.00000000,"icx的MA81趋势向上; 连续20根K线在MA线上方"
ilv,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,11.16617284,11.21000000,11.16617284,11.15987654,11.16246914,11.13530864,81.00000000,"ilv的MA81趋势向上; 连续20根K线在MA线上方"
inj,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,9.94950617,10.14000000,9.94950617,9.90814815,9.92827160,9.79728395,81.00000000,"inj的MA81趋势向上; 连续20根K线在MA线上方"
iost,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00397132,0.00404800,0.00397132,0.00396110,0.00396636,0.00393619,81.00000000,"iost的MA81趋势向上; 连续20根K线在MA线上方"
joe,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.17089753,0.17590000,0.17089753,0.17053333,0.17069753,0.16995432,81.00000000,"joe的MA81趋势向上; 连续20根K线在MA线上方"
jup,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.45431358,0.47540000,0.45431358,0.45220988,0.45324568,0.44680617,81.00000000,"jup的MA81趋势向上; 连续20根K线在MA线上方"
kmd,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13576914,0.13890000,0.13576914,0.13548025,0.13560000,0.13504074,81.00000000,"kmd的MA81趋势向上; 连续20根K线在MA线上方"
ldo,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.72149383,0.74000000,0.72149383,0.71992593,0.72065432,0.71591358,81.00000000,"ldo的MA81趋势向上; 连续20根K线在MA线上方"
lqty,ma_trend,2025-05-15T12:03:35+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,20.00000000,0.59238272,0.61500000,0.59238272,0.59003704,0.59114815,0.58462963,81.00000000,"lqty的MA81趋势向上; 连续20根K线在MA线上方"
lumia,ma_trend,2025-05-15T12:03:35+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.43583951,0.44200000,0.43583951,0.43566667,0.43554321,0.43385185,81.00000000,"lumia的MA81趋势向上; 连续20根K线在MA线上方"
manta,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20640741,0.20900000,0.20640741,0.20590123,0.20614815,0.20485185,81.00000000,"manta的MA81趋势向上; 连续20根K线在MA线上方"
mana,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.32074568,0.32640000,0.32074568,0.31964198,0.32023580,0.31764568,81.00000000,"mana的MA81趋势向上; 连续20根K线在MA线上方"
mdt,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.02784605,0.02911000,0.02784605,0.02777395,0.02780914,0.02765358,81.00000000,"mdt的MA81趋势向上; 连续20根K线在MA线上方"
meme,ma_trend,2025-05-15T12:03:35+08:00,2025-03-12T08:00:00+08:00,2025-03-12T08:14:59+08:00,20.00000000,0.00243577,0.00244600,0.00243577,0.00243088,0.00243314,0.00240186,81.00000000,"meme的MA81趋势向上; 连续20根K线在MA线上方"
mubarak,ma_trend,2025-05-15T12:03:35+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.02464321,0.02540000,0.02464321,0.02457531,0.02460864,0.02440247,81.00000000,"mubarak的MA81趋势向上; 连续20根K线在MA线上方"
nfp,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.07767037,0.08120000,0.07767037,0.07739136,0.07752346,0.07683210,81.00000000,"nfp的MA81趋势向上; 连续20根K线在MA线上方"
nil,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.38174074,0.40400000,0.38174074,0.37987654,0.38075309,0.37727160,81.00000000,"nil的MA81趋势向上; 连续20根K线在MA线上方"
nkn,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.03863457,0.04150000,0.03863457,0.03831111,0.03847284,0.03753210,81.00000000,"nkn的MA81趋势向上; 连续20根K线在MA线上方"
ondo,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.84589506,0.87960000,0.84589506,0.84348519,0.84463086,0.83860864,81.00000000,"ondo的MA81趋势向上; 连续20根K线在MA线上方"
ntrn,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13085432,0.13260000,0.13085432,0.13064568,0.13073580,0.13039012,81.00000000,"ntrn的MA81趋势向上; 连续20根K线在MA线上方"
ogn,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.05973704,0.06150000,0.05973704,0.05958148,0.05966049,0.05922716,81.00000000,"ogn的MA81趋势向上; 连续20根K线在MA线上方"
og,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,4.11233333,4.16500000,4.11233333,4.11011111,4.11107407,4.10637037,81.00000000,"og的MA81趋势向上; 连续20根K线在MA线上方"
op,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.71539506,0.72800000,0.71539506,0.71412346,0.71475309,0.71162963,81.00000000,"op的MA81趋势向上; 连续20根K线在MA线上方"
ordi,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,7.81962963,8.15000000,7.81962963,7.79382716,7.80493827,7.74259259,81.00000000,"ordi的MA81趋势向上; 连续20根K线在MA线上方"
oxt,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.06944815,0.07040000,0.06944815,0.06926790,0.06935185,0.06875556,81.00000000,"oxt的MA81趋势向上; 连续20根K线在MA线上方"
paxg,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,3371.19753086,3423.00000000,3371.19753086,3367.91358025,3369.49382716,3360.07407407,81.00000000,"paxg的MA81趋势向上; 连续20根K线在MA线上方"
pendle,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,3.15420988,3.27700000,3.15420988,3.14416049,3.14892593,3.11724691,81.00000000,"pendle的MA81趋势向上; 连续20根K线在MA线上方"
pengu,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00702257,0.00872800,0.00702257,0.00690130,0.00695705,0.00665601,81.00000000,"pengu的MA81趋势向上; 连续20根K线在MA线上方"
pha,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.10805062,0.11290000,0.10805062,0.10763951,0.10783580,0.10704568,81.00000000,"pha的MA81趋势向上; 连续20根K线在MA线上方"
polyx,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.15057531,0.15230000,0.15057531,0.15040617,0.15047901,0.15003210,81.00000000,"polyx的MA81趋势向上; 连续20根K线在MA线上方"
pond,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00973593,0.01021000,0.00973593,0.00969605,0.00971457,0.00960901,81.00000000,"pond的MA81趋势向上; 连续20根K线在MA线上方"
powr,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.17728148,0.17910000,0.17728148,0.17712963,0.17719259,0.17712222,81.00000000,"powr的MA81趋势向上; 连续20根K线在MA线上方"
porto,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.96571605,0.98000000,0.96571605,0.96388889,0.96476543,0.96054321,81.00000000,"porto的MA81趋势向上; 连续20根K线在MA线上方"
pyth,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.14331481,0.14440000,0.14331481,0.14306049,0.14317407,0.14256543,81.00000000,"pyth的MA81趋势向上; 连续20根K线在MA线上方"
quick,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.02695123,0.02722000,0.02695123,0.02692099,0.02693432,0.02686877,81.00000000,"quick的MA81趋势向上; 连续20根K线在MA线上方"
rare,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.05823580,0.05870000,0.05823580,0.05818395,0.05821481,0.05811605,81.00000000,"rare的MA81趋势向上; 连续20根K线在MA线上方"
req,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.10726543,0.10850000,0.10726543,0.10705062,0.10715309,0.10663210,81.00000000,"req的MA81趋势向上; 连续20根K线在MA线上方"
rlc,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,1.22079012,1.24800000,1.22079012,1.21808642,1.21940741,1.21337037,81.00000000,"rlc的MA81趋势向上; 连续20根K线在MA线上方"
rvn,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.01204469,0.01233000,0.01204469,0.01201580,0.01203111,0.01195160,81.00000000,"rvn的MA81趋势向上; 连续20根K线在MA线上方"
saga,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.22844198,0.23230000,0.22844198,0.22795309,0.22817284,0.22729136,81.00000000,"saga的MA81趋势向上; 连续20根K线在MA线上方"
sand,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.27081358,0.28500000,0.27081358,0.26971728,0.27028272,0.26774074,81.00000000,"sand的MA81趋势向上; 连续20根K线在MA线上方"
sc,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00362268,0.00368200,0.00362268,0.00361484,0.00361898,0.00359870,81.00000000,"sc的MA81趋势向上; 连续20根K线在MA线上方"
scrt,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20386914,0.20740000,0.20386914,0.20342346,0.20364198,0.20269877,81.00000000,"scrt的MA81趋势向上; 连续20根K线在MA线上方"
shell,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13300864,0.14410000,0.13300864,0.13223827,0.13258519,0.13040000,81.00000000,"shell的MA81趋势向上; 连续20根K线在MA线上方"
slp,ma_trend,2025-05-15T12:03:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00170277,0.00176700,0.00170277,0.00169710,0.00169978,0.00168478,81.00000000,"slp的MA81趋势向上; 连续20根K线在MA线上方"
snt,ma_trend,2025-05-15T12:03:35+08:00,2025-04-16T10:45:00+08:00,2025-04-16T10:59:59+08:00,20.00000000,0.02159444,0.02720000,0.02159444,0.02120407,0.02139691,0.02048704,81.00000000,"snt的MA81趋势向上; 连续20根K线在MA线上方"
sol,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,138.32629630,140.75000000,138.32629630,138.22160494,138.26407407,138.05765432,81.00000000,"sol的MA81趋势向上; 连续20根K线在MA线上方"
solv,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.02686802,0.02903000,0.02686802,0.02669580,0.02677975,0.02625926,81.00000000,"solv的MA81趋势向上; 连续20根K线在MA线上方"
stg,ma_trend,2025-05-15T12:03:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.19016420,0.19240000,0.19016420,0.18999012,0.19005679,0.18993827,81.00000000,"stg的MA81趋势向上; 连续20根K线在MA线上方"
