Symbol,Interval,KLineStartTime,KLineEndTime,FoundTime,MAPeriod,CurrentMA,MA10MinAgo,MA30MinAgo,MAHourAgo,MA4HoursAgo,MADayAgo,ConsistentUp,AboveMAKLines
stg,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.19016420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
storj,15m,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,2025-07-01T09:46:56+08:00,81,0.31042840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
strax,15m,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,2025-07-01T09:46:56+08:00,81,0.05961259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
sxp,15m,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,2025-07-01T09:46:56+08:00,81,0.20550494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
sys,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.03922469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
the,15m,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,2025-07-01T09:46:56+08:00,81,0.36564444,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
tlm,15m,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,2025-07-01T09:46:56+08:00,81,0.00427654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
tnsr,15m,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,2025-07-01T09:46:56+08:00,81,0.15407531,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
ton,15m,2025-06-30T13:30:00+08:00,2025-06-30T13:44:59+08:00,2025-07-01T09:46:56+08:00,81,2.88237037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
tru,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.03429630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
uma,15m,2025-06-30T14:15:00+08:00,2025-06-30T14:29:59+08:00,2025-07-01T09:46:56+08:00,81,1.13277778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
ustc,15m,2025-06-30T13:45:00+08:00,2025-06-30T13:59:59+08:00,2025-07-01T09:46:56+08:00,81,0.01264025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
w,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.07665432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
wct,15m,2025-06-30T13:30:00+08:00,2025-06-30T13:44:59+08:00,2025-07-01T09:46:56+08:00,81,0.32433827,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
xec,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.00002045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
xlm,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,0.24588765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
zro,15m,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2025-07-01T09:46:56+08:00,81,2.53339506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,false,20
